,book_title,author,publisher,published_date,ISBN_10,ISBN_13,page_count,average_rating,rating_count,country,amount,currency,published_year
0,Harry Potter and the Philosopher's Stone,['J. K. Rowling'],Bloomsbury Publishing,2014-01-09,1408855895,9781408855898,352,,,,,,2014
1,Harry Potter and the Sorcerer's Stone,['J. K. Rowling'],Arthur A. Levine Books,2018-06-26,133829914X,9781338299144,336,4.5,1551,,,,2018
3,Harry Potter and the Philosopher's Stone - Ravenclaw Edition,['Joanne K. Rowling'],Bloomsbury Childrens,2017-06,1408883775,9781408883778,368,,,,,,2017
4,Harry Potter and the Philosopher's Stone (Irish),['J.K. Rowling'],Bloomsbury Children's Books,2015-01-29,1408866196,9781408866191,272,5,6,,,,2015
5,Harry Potter and the Philosopher's Stone - Slytherin Edition,['J. K. Rowling'],Bloomsbury Childrens,2017-06,1408883767,9781408883761,350,5,1,,,,2017
6,Harry Potter and the Philosopher's Stone - Hufflepuff Edition,['J. K. Rowling'],Bloomsbury Children's Books,2017-06,1408883805,9781408883808,350,,,,,,2017
8,Harry Potter and the Philosopher's Stone: MinaLima Edition,['J. K. Rowling'],Bloomsbury Children's Books,2020-10-20,1526626586,9781526626585,368,,,,,,2020
9,Harry Potter and the Philosopher's Stone,['J. K. Rowling'],Bloomsbury Harry Potter,2015-01-29,1408866161,9781408866160,256,,,,,,2015
10,The Little Prince,['Antoine de Saint-Exupéry'],Egmont Books Limited,2005,1405216344,9781405216340,83,,,,,,2005
11,The Pilot and the Little Prince,['Peter Sís'],Macmillan,2014-05-27,0374380694,9780374380694,48,4,7,,,,2014
12,The Little Prince,['Antoine De Saint-Exupéry'],CreateSpace,2015-05-11,151214858X,9781512148589,68,4,1910,,,,2015
13,The Little Prince Read-Aloud Storybook,['Antoine de Saint-Exupéry'],Houghton Mifflin Harcourt,2016-04-12,0544931815,9780544931817,40,,,US,6.99,USD,2016
15,The Little Prince Family Storybook,['Antoine De Saint-exupry'],Harcourt Brace,2015-11-17,0544792564,9780544792562,64,,,,,,2015
16,Meet the Little Prince (Padded Board Book),['Antoine de Saint-Exupery'],HMH Books For Young Readers,2015-10-13,0544709020,9780544709027,10,,,,,,2015
17,The Little Prince by Antoine de Saint-Exupéry,['Antoine de Saint-Exupéry'],Classics Press,2019-11-04,1938412478,9781938412479,117,,,US,1.99,USD,2019
18,Counting with the Little Prince,['Antoine De Saint-Exupery'],HMH Books For Young Readers,2015-10-13,0544699599,9780544699595,10,,,,,,2015
19,Travels with the Little Prince (Tabbed Board Book),['Antoine de Saint-Exupery'],HMH Books For Young Readers,2015-10-13,0544709012,9780544709010,10,,,,,,2015
20,The Dream of the Red Chamber,['Cao Xue Qin'],Createspace Independent Publishing Platform,2017-11,1979343748,9781979343749,286,,,,,,2017
23,The Dream of the Red Chamber,['Cao Xue Qin'],Createspace Independent Publishing Platform,2016-05-09,3842496559,9781541180413,824,3.5,4,,,,2016
24,"Hung Lou Meng, Book I the Dream of the Red Chamber, a Chinese Novel in Two Book",['Cao Xue Qin'],Createspace Independent Publishing Platform,2016-12-19,,9798697764350,360,,,,,,2016
26,"Hung Lou Meng, Book I Or, the Dream of the Red Chamber, a Chinese Novel in Two Books",['Xueqin Cao'],tredition,2012-02-06,9813170085,,508,,,US,5.63,USD,2012
28,Dream of the Red Chamber,['Cao Xueqin'],The Floating Press,2009-12-01,,9789813170087,2119,4,1,US,5.99,USD,2009
29,A Dream of Red Mansions,['Cao Xueqin'],Asiapac Books Pte Ltd,1994,,,2556,5,1,US,3.99,USD,1994
30,The Hobbit,['J.R.R. Tolkien'],Houghton Mifflin Harcourt,2012-02-15,0547951973,9780547951973,288,4.5,145,US,9.99,USD,2012
32,"The Hobbit, Or, There and Back Again",['John Ronald Reuel Tolkien'],Mariner Books,1997,0618002219,9780618002214,271,4.5,21,,,,1997
33,The Hobbit: Deluxe Pocket Edition,['J. R. R. Tolkien'],Houghton Mifflin Harcourt,2012-10-30,0544045521,9780544045521,300,,,,,,2012
34,"Exploring J.R.R. Tolkien's ""The Hobbit""",['Corey Olsen'],Houghton Mifflin Harcourt,2012-09-18,0547739672,9780547739670,320,4,7,US,9.99,USD,2012
35,The Hobbit and TolkienÕs Mythology,['Bradford Lee Eden'],McFarland,2014-10-13,0786479604,9780786479603,244,,,,,,2014
37,The Art of the Hobbit by J.R.R. Tolkien,"['Wayne G. Hammond', 'John Ronald Reuel Tolkien', 'Christina Scull']",Houghton Mifflin,2011,0547928254,9780547928258,143,,,,,,2011
38,The Hobbit: Illustrated by Alan Lee,['J. R. R. Tolkien'],HarperCollins UK,2012-11-08,0007487312,9780007487318,400,5,1,,,,2012
39,The Annotated Hobbit,"['John Ronald Reuel Tolkien', 'Douglas Allen Anderson']",Houghton Mifflin Harcourt,2002,0618134700,9780618134700,398,4.5,9,,,,2002
40,And Then There Were None,['Agatha Christie'],Macmillan,2004-05-03,0312330871,9780312330873,264,4,2130,,,,2004
42,And Then There Were None,['Agatha Christie'],HarperCollins UK,2003,0008392943,9780008392949,317,3.5,2,,,,2003
43,And Then There Were None: B2 (Collins Agatha Christie ELT Readers),['Agatha Christie'],Collins,2020-09-03,0062490370,9780062490377,128,,,,,,2020
44,And Then There Were None,['Agatha Christie'],William Morrow Paperbacks,2016-02-23,1408495066,9781408495063,272,4,2304,,,,2016
45,And Then There Were None,['Agatha Christie'],Clipper Audio,2013-01-07,006232554X,9780062325549,,4,2299,,,,2013
46,And Then There Were None,['Agatha Christie'],William Morrow Paperbacks,2014-05-06,0573616396,9780573616396,272,,,,,,2014
47,And Then There Were None,['Agatha Christie'],"Samuel French, Inc.",2004,0062696262,9780062696267,94,4,4,,,,2004
48,And Then There Were None Teaching Guide,"['Agatha Christie', 'Amy Jurskis']",HarperCollins,2017-04-18,0062875914,9780062875914,,5,1,US,0,USD,2017
51,"The Lion, the Witch and the Wardrobe Read-Aloud Edition","['C. S. Lewis', 'Pauline Baynes']",Zondervan,2005-11-01,0060845244,9780060845247,208,4,2755,,,,2005
53,"The Lion, the Witch and the Wardrobe","['C.S Lewis', 'Adrian Mitchell']",Oberon Books,2012-05-28,1849435499,9781849435499,88,4,3104,,,,2012
54,Narnia Beckons,"['Theodore Baehr', 'James Baehr']",B&H Publishing Group,2005-01,0805440429,9780805440423,184,5,1,,,,2005
55,"The Lion, the Witch and the Wardrobe (rack)",['C. S. Lewis'],HarperCollins,1978,0064471047,9780064471046,224,4,2767,,,,1978
57,"The Lion, the Witch and the Wardrobe","['C. S. Lewis', 'Joseph Robinette']",Dramatic Publishing,1989,0871292653,9780871292650,60,4,32,,,,1989
58,"The Lion, the Witch and the Wardrobe",['C. S. Lewis'],Chronicles of Narnia,2011,0007442483,9780007442485,48,4.5,175,,,,2011
59,"A Guide for Using the Lion, the Witch & the Wardrobe in the Classroom","['C. S. Lewis', 'Michael Shepherd']",Teacher Created Resources,1992,1557344094,9781557344090,48,4,1,,,,1992
60,She D,['Henry Rider Haggard'],Naxos Audiobooks,2014-05-10,1843794128,9781843794127,,,,,,,2014
61,She,['H. Rider Haggard'],Broadview Press,2006-02-01,1551116472,9781551116471,450,,,,,,2006
62,She: a History of Adventure (1887). By: H. Rider Haggard,['H. Rider Haggard'],Createspace Independent Publishing Platform,2017-01-24,1542710618,9781542710619,172,,,,,,2017
64,She,['H. Rider Haggard'],Modern Library,2011-11-30,0307808025,9780307808028,368,,,US,2.99,USD,2011
66,She,['H. Rider Haggard'],Prabhat Prakashan,101-01-01,,,,,,US,0.64,USD,101-
67,She,"['H. Rider Haggard', 'Alex Struik']",Createspace Independent Pub,2012-01-10,1468199528,9781468199529,252,3.5,33,,,,2012
70,The Adventures of Pinocchio,['Carlo Collodi'],Joe Books Ltd,2015-06-02,1987955307,9781987955309,159,3.5,38,,,,2015
71,The Adventures of Pinocchio,['C. Collodi'],BookRix,2013-08-24,3730945017,9783730945018,161,3.5,39,US,0.99,USD,2013
72,Avventure di Pinocchio,['Carlo Collodi'],Univ of California Press,2005-08-31,0520246861,9780520246867,498,,,,,,2005
73,The Adventures of Pinocchio,['Carlo Collodi'],New York Review of Books,2009,1590172892,9781590172896,189,3,1,,,,2009
75,"Adventures of Pinocchio, the [Ilustrated with Interactive Elements]",['Carlo Collodi'],Harper Design,2020-04,0062905279,9780062905277,288,,,,,,2020
76,The Adventures of Pinocchio,['Carlo Collodi'],Createspace Independent Publishing Platform,2015-12-03,151967824X,9781519678249,156,,,,,,2015
77,The Adventures of Pinocchio,['Carlo Collodi'],William Morrow & Company,1983,0688022677,9780688022679,254,,,,,,1983
81,The Da Vinci Code,['Dan Brown'],Anchor,2009,0307474275,9780307474278,597,4,40,,,,2009
82,The Da Vinci Code (The Young Adult Adaptation),['Dan Brown'],Delacorte Press,2016-09-13,1524715840,9781524715847,416,,,US,8.99,USD,2016
83,The Da Vinci Code : Fact Or Fiction?,"['Hank Hanegraaff', 'Paul L. Maier']","Tyndale House Publishers, Inc.",2004,1414302797,9781414302799,81,5,1,,,,2004
84,The Truth Behind the Da Vinci Code,['Richard Abanes'],Harvest House Publishers,2004,0736914390,9780736914390,96,4,2,,,,2004
85,The Man Behind the Da Vinci Code,['Lisa Rogak'],Andrews McMeel Publishing,2005,0740756427,9780740756429,140,3.5,7,,,,2005
86,Cracking the Da Vinci Code,['Simon Cox'],Sterling Publishing Company Incorporated,2004,1402718373,9781402718373,160,3,1,,,,2004
87,The Da Vinci Code (Republish),['Dan Brown'],Bentang Pustaka,2018-08-02,6022911842,9786022911845,680,,,,,,2018
88,The Da Vinci Code (Abridged Edition),['Dan Brown'],Penguin UK,2016-09-08,0141373008,9780141373003,432,3,3403,,,,2016
89,Dan Brown: Author of the Da Vinci Code,['Laura Malfere'],Hyperink Inc,2012-02-29,1614649022,9781614649021,18,,,,,,2012
90,The Da Vinci Code,['Garry Williams'],Christian Focus Publications,2006,1845501217,9781845501211,62,,,,,,2006
91,Harry Potter and the Chamber of Secrets,['J.K. Rowling'],Pottermore Publishing,2015-12-08,1781100500,9781781100509,341,4.5,2388,US,9.99,USD,2015
92,Harry Potter and the Chamber of Secrets by J.K. Rowling (Book Analysis),['Bright Summaries'],BrightSummaries.com,2018-02-07,2806295971,9782806295972,62,,,,,,2018
94,Harry Potter and the Chamber of Secrets,['J. K. Rowling'],Bloomsbury Children's Books,2019-08-22,1526609207,9781526609205,272,,,,,,2019
95,Harry Potter and the Chamber of Secrets - Ravenclaw Edition,['J. K. Rowling'],Bloomsbury Children's Books,2018-06-28,1408898144,9781408898147,384,,,,,,2018
96,Harry Potter and the Chamber of Secrets - Slytherin Edition,['J. K. Rowling'],Bloomsbury Children's Books,2018-06-28,140889811X,9781408898116,372,,,,,,2018
